0.01	0.0030712531
0.011	0.0033783784
0.012	0.0036855037
0.013	0.003992629
0.014	0.0042997543
0.015	0.0046068796
0.016	0.0049140049
0.017	0.0052211302
0.018	0.0055282555
0.019	0.0058353808
0.02	0.0061425061
0.021	0.0064496314
0.022	0.0067567568
0.023	0.0070638821
0.024	0.0073710074
0.025	0.0076781327
0.026	0.007985258
0.027	0.0082923833
0.028	0.0085995086
0.029	0.0089066339
0.03	0.0092137592
0.031	0.0095208845
0.032	0.0098280098
0.033	0.0101351351
0.034	0.0104422604
0.035	0.0107493857
0.036	0.0110565111
0.037	0.0113636364
0.038	0.0116707617
0.039	0.011977887
0.04	0.0122850123

