0.0137579	0.000787982
0.0137769	0.000891474
0.0137994	0.000994967
0.0138261	0.00109846
0.0138578	0.00120195
0.0138952	0.00130544
0.0139397	0.00140893
0.0139926	0.00151243
0.0140471	0.00160261
0.014101	0.00167949
0.0141515	0.00174307
0.0141958	0.00179333
0.0142312	0.0018303
0.0142551	0.00185395
0.0142913	0.00188796
0.0143334	0.00192492
0.0143957	0.00197518
0.0144831	0.00203876
0.0146037	0.00211564
0.0147683	0.00220582
0.0149915	0.00230932
0.0152542	0.00241281
0.0155574	0.0025163
0.0158999	0.00261979
0.016278	0.00272328
0.0166871	0.00282678
0.0171223	0.00293027
0.0175789	0.00303376
0.018053	0.00313725
0.0185412	0.00324075
0.0190406	0.00334424
0.0195494	0.00344773
0.0200656	0.00355122
0.020588	0.00365471
0.0211155	0.00375821
0.0216472	0.0038617
0.0221824	0.00396519
0.0227208	0.00406868
0.0232617	0.00417217
0.0238048	0.00427567
0.0243498	0.00437916
0.0248965	0.00448265
0.0254446	0.00458614
0.0259941	0.00468963
0.0265446	0.00479313
0.0270961	0.00489662
0.0276485	0.00500011
0.0282017	0.0051036
0.0287556	0.0052071
0.0293101	0.00531059
0.0298652	0.00541408
0.0304208	0.00551757
0.0309768	0.00562106
0.0315334	0.00572456
0.0320903	0.00582805
0.0326476	0.00593154
0.0332051	0.00603503
0.033763	0.00613852
0.0343211	0.00624202
0.0348795	0.00634551
0.0354382	0.006449
0.035997	0.00655249
0.036556	0.00665598
0.0371152	0.00675948
0.0376746	0.00686297
0.0382341	0.00696646
0.0387937	0.00706995
0.0393535	0.00717345
0.0399134	0.00727694
0.0404734	0.00738043
0.0410335	0.00748392
0.0415938	0.00758741
0.042154	0.00769091
0.0427145	0.0077944
0.0432749	0.00789789
0.0438354	0.00800138
0.0443959	0.00810487
0.0449566	0.00820837
0.0455172	0.00831186
0.046078	0.00841535
0.0466387	0.00851884
0.0471995	0.00862233
0.0477603	0.00872583
0.0483211	0.00882932
0.048882	0.00893281
0.049443	0.0090363
0.0500038	0.0091398


