0.0152724	-97.2144
0.015666	-92.4156
0.0160796	-87.8166
0.0165139	-83.4351
0.016969	-79.2792
0.0174456	-75.349
0.0179435	-71.6409
0.0184628	-68.1484
0.0190035	-64.8623
0.0195653	-61.7728
0.020148	-58.8695
0.0207512	-56.1418
0.0213747	-53.5791
0.022018	-51.1711
0.0226806	-48.9082
0.0233622	-46.7807
0.0240624	-44.7797
0.0247804	-42.8971
0.0255162	-41.1247
0.0262689	-39.4553
0.0270382	-37.8819
0.0278237	-36.398
0.0286249	-34.9978
0.0294412	-33.6756
0.0302724	-32.4263
0.0311178	-31.2451
0.0319772	-30.1274
0.0328501	-29.0692
0.0337361	-28.0666
0.0346348	-27.116
0.0355458	-26.214
0.0364687	-25.3578
0.0374033	-24.5443
0.0383491	-23.7709
0.0393058	-23.0352
0.0402731	-22.3348
0.0412507	-21.6676
0.0422383	-21.0317
0.0432355	-20.4252
0.0442421	-19.8463
0.0452579	-19.2935
0.0462825	-18.7653
0.0473157	-18.2603
0.0483572	-17.7772
0.0494068	-17.3147
