0.00852342	146.844
0.00916137	109.471
0.00981525	93.4041
0.0103493	84.9871
0.0107065	80.578
0.011233	75.2233
0.0118141	70.4047
0.0126029	65.0567
0.0135742	59.6017
0.0146836	54.0279
0.0158891	47.8706
0.01719	40.7181
0.0184762	33.8415
0.0198058	27.8438
0.0212061	22.9535
0.0226815	19.0873
0.0242246	16.0525
0.0258239	13.658
0.0274682	11.7492
0.029148	10.2089
0.0308557	8.95061
0.0325854	7.91065
0.0343327	7.04192
0.036094	6.30862
0.0378667	5.68441
0.0396487	5.14835
0.0414385	4.68497
0.0432347	4.28147
0.0450365	3.92829
0.0468428	3.61687
0.048653	3.34093
0.0504668	3.09588
0.0522834	2.87646
0.0541026	2.67949
0.0559242	2.50265
0.0577477	2.34232
0.0595729	2.19675
0.0613998	2.0645
0.0632281	1.94394
0.0650577	1.83372
0.0668884	1.73228
0.0687201	1.63875
0.0705529	1.55342
0.0723864	1.47397
0.0742207	1.39998
0.0760558	1.33206
0.0778915	1.26882
0.0797277	1.20953
0.0815646	1.15467
0.083402	1.10362
0.0852398	1.05517
0.0870781	1.01051
0.0889168	0.968424
0.0907558	0.928305
0.0925951	0.890779
0.0944349	0.856191
0.0962749	0.822818
0.0981153	0.791716
0.0999558	0.761495

