0.00852342	3.8834
0.00916137	2.44305
0.00981525	0.0537849
0.0103493	-2.15667
0.0107065	3.71539
0.011233	6.11131
0.0118141	8.88121
0.0126029	12.8726
0.0135742	18.1771
0.0146836	24.6571
0.0158891	31.5045
0.01719	37.0421
0.0184762	39.6182
0.0198058	39.8983
0.0212061	38.8448
0.0226815	37.1647
0.0242246	35.2643
0.0258239	33.3501
0.0274682	31.5179
0.029148	29.8069
0.0308557	28.2283
0.0325854	26.7798
0.0343327	25.4534
0.036094	24.2388
0.0378667	23.1252
0.0396487	22.1025
0.0414385	21.1612
0.0432347	20.2929
0.0450365	19.4899
0.0468428	18.7457
0.048653	18.0542

